clip_id,region,main_category,macro_category,subcategory,source_url,video_title,start_time,end_time,duration,file_path,reasoning_layer,aen_score
"RA_UI_A_20260617_091731","Rajasthan","Environment","Urban_Industrial","Autorickshaws","https://www.youtube.com/watch?v=doRlGJWpguY","Indian Auto RickShaw Sound Effect","360","385","25","dataset\Rajasthan\Environment\Urban_Industrial\Autorickshaws\RA_UI_A_20260617_091731.wav","AT",""
"RA_UI_A_20260617_091735","Rajasthan","Environment","Urban_Industrial","Autorickshaws","https://www.youtube.com/watch?v=doRlGJWpguY","Indian Auto RickShaw Sound Effect","494","519","25","dataset\Rajasthan\Environment\Urban_Industrial\Autorickshaws\RA_UI_A_20260617_091735.wav","AT",""
"RA_UI_A_20260617_091739","Rajasthan","Environment","Urban_Industrial","Autorickshaws","https://www.youtube.com/watch?v=doRlGJWpguY","Indian Auto RickShaw Sound Effect","627","652","25","dataset\Rajasthan\Environment\Urban_Industrial\Autorickshaws\RA_UI_A_20260617_091739.wav","AT",""
"RA_UI_A_20260617_091742","Rajasthan","Environment","Urban_Industrial","Autorickshaws","https://www.youtube.com/watch?v=8Lo44-eXl8g","India Transport   Auto Rickshaw","0","25","25","dataset\Rajasthan\Environment\Urban_Industrial\Autorickshaws\RA_UI_A_20260617_091742.wav","AT",""
"RA_UI_T_20260617_091804","Rajasthan","Environment","Urban_Industrial","Trains","https://www.youtube.com/watch?v=lca-9fw9B8Y","2 Hours of Train sound for sleep | LHB Train Track sound | Relaxing sound for sleep","0","25","25","dataset\Rajasthan\Environment\Urban_Industrial\Trains\RA_UI_T_20260617_091804.wav","AT",""
"RA_UI_T_20260617_091830","Rajasthan","Environment","Urban_Industrial","Trains","https://www.youtube.com/watch?v=lca-9fw9B8Y","2 Hours of Train sound for sleep | LHB Train Track sound | Relaxing sound for sleep","30","55","25","dataset\Rajasthan\Environment\Urban_Industrial\Trains\RA_UI_T_20260617_091830.wav","AT",""
"RA_UI_T_20260617_091900","Rajasthan","Environment","Urban_Industrial","Trains","https://www.youtube.com/watch?v=lca-9fw9B8Y","2 Hours of Train sound for sleep | LHB Train Track sound | Relaxing sound for sleep","360","385","25","dataset\Rajasthan\Environment\Urban_Industrial\Trains\RA_UI_T_20260617_091900.wav","AT",""
"RA_UI_T_20260617_091932","Rajasthan","Environment","Urban_Industrial","Trains","https://www.youtube.com/watch?v=lca-9fw9B8Y","2 Hours of Train sound for sleep | LHB Train Track sound | Relaxing sound for sleep","180","205","25","dataset\Rajasthan\Environment\Urban_Industrial\Trains\RA_UI_T_20260617_091932.wav","AT",""
"RA_UI_T_20260617_092014","Rajasthan","Environment","Urban_Industrial","Trains","https://www.youtube.com/watch?v=lca-9fw9B8Y","2 Hours of Train sound for sleep | LHB Train Track sound | Relaxing sound for sleep","510","535","25","dataset\Rajasthan\Environment\Urban_Industrial\Trains\RA_UI_T_20260617_092014.wav","AT",""
"RA_UI_T_20260617_092045","Rajasthan","Environment","Urban_Industrial","Trains","https://www.youtube.com/watch?v=lca-9fw9B8Y","2 Hours of Train sound for sleep | LHB Train Track sound | Relaxing sound for sleep","3500","3525","25","dataset\Rajasthan\Environment\Urban_Industrial\Trains\RA_UI_T_20260617_092045.wav","AT",""
"RA_UI_T_20260617_092111","Rajasthan","Environment","Urban_Industrial","Trains","https://www.youtube.com/watch?v=lca-9fw9B8Y","2 Hours of Train sound for sleep | LHB Train Track sound | Relaxing sound for sleep","3985","4010","25","dataset\Rajasthan\Environment\Urban_Industrial\Trains\RA_UI_T_20260617_092111.wav","AT",""
"RA_UI_T_20260617_092117","Rajasthan","Environment","Urban_Industrial","Trains","https://www.youtube.com/watch?v=2HJfVEq5bug","Powerful DOUBLE DIESEL Trains and Single ELECTRIC Trains at Full SPEED | Musical Track SOUNDs | I R","20","45","25","dataset\Rajasthan\Environment\Urban_Industrial\Trains\RA_UI_T_20260617_092117.wav","AT",""
"RA_UI_C_20260617_092119","Rajasthan","Environment","Urban_Industrial","Construction","https://www.youtube.com/shorts/WO5859x0Gms","Jackhammer construction sound effect","0","9","9","dataset\Rajasthan\Environment\Urban_Industrial\Construction\RA_UI_C_20260617_092119.wav","AT",""
"RA_UI_C_20260617_092528","Rajasthan","Environment","Urban_Industrial","Construction","https://www.youtube.com/watch?v=mgzMGyDDRFU","Metalworking Workshop Sound Effects - 12 Hours of Power Tool Sounds - Construction Sounds","0","25","25","dataset\Rajasthan\Environment\Urban_Industrial\Construction\RA_UI_C_20260617_092528.wav","AT",""
"RA_UI_C_20260617_092853","Rajasthan","Environment","Urban_Industrial","Construction","https://www.youtube.com/watch?v=mgzMGyDDRFU","Metalworking Workshop Sound Effects - 12 Hours of Power Tool Sounds - Construction Sounds","100","125","25","dataset\Rajasthan\Environment\Urban_Industrial\Construction\RA_UI_C_20260617_092853.wav","AT",""
"RA_UI_C_20260617_093144","Rajasthan","Environment","Urban_Industrial","Construction","https://www.youtube.com/watch?v=mgzMGyDDRFU","Metalworking Workshop Sound Effects - 12 Hours of Power Tool Sounds - Construction Sounds","14196","14221","25","dataset\Rajasthan\Environment\Urban_Industrial\Construction\RA_UI_C_20260617_093144.wav","AT",""
"RA_UI_C_20260617_093224","Rajasthan","Environment","Urban_Industrial","Construction","https://www.youtube.com/watch?v=QFyO96DWZC0","CONSTRUCTION SOUND EFFECT/AMBIENCE HAMMERING METAL  JACKHAMMER  DRILLING ASMR WHITE NOISE SOUNDSCAPE","5","30","25","dataset\Rajasthan\Environment\Urban_Industrial\Construction\RA_UI_C_20260617_093224.wav","AT",""
"RA_UI_C_20260617_093305","Rajasthan","Environment","Urban_Industrial","Construction","https://www.youtube.com/watch?v=QFyO96DWZC0","CONSTRUCTION SOUND EFFECT/AMBIENCE HAMMERING METAL  JACKHAMMER  DRILLING ASMR WHITE NOISE SOUNDSCAPE","40","65","25","dataset\Rajasthan\Environment\Urban_Industrial\Construction\RA_UI_C_20260617_093305.wav","AT",""
"RA_UI_C_20260617_093344","Rajasthan","Environment","Urban_Industrial","Construction","https://www.youtube.com/watch?v=QFyO96DWZC0","CONSTRUCTION SOUND EFFECT/AMBIENCE HAMMERING METAL  JACKHAMMER  DRILLING ASMR WHITE NOISE SOUNDSCAPE","100","125","25","dataset\Rajasthan\Environment\Urban_Industrial\Construction\RA_UI_C_20260617_093344.wav","AT",""
"RA_UI_M_20260617_093346","Rajasthan","Environment","Urban_Industrial","Markets","https://www.youtube.com/shorts/ftDcRKx7P7A","Pushkar Market Rajasthan #viralvideo #shorts #youtubeshorts #pushkar #rajasthan","0","10","10","dataset\Rajasthan\Environment\Urban_Industrial\Markets\RA_UI_M_20260617_093346.wav","AT",""
"RA_UI_M_20260617_093352","Rajasthan","Environment","Urban_Industrial","Markets","https://www.youtube.com/watch?v=8XyWDEjlL48","Rural Market Ambience (Shahpur Jat) Sound Effect (10K Subscribers Special)","30","55","25","dataset\Rajasthan\Environment\Urban_Industrial\Markets\RA_UI_M_20260617_093352.wav","AT",""
"RA_UI_M_20260617_093354","Rajasthan","Environment","Urban_Industrial","Markets","https://www.youtube.com/watch?v=8XyWDEjlL48","Rural Market Ambience (Shahpur Jat) Sound Effect (10K Subscribers Special)","60","85","25","dataset\Rajasthan\Environment\Urban_Industrial\Markets\RA_UI_M_20260617_093354.wav","AT",""
"RA_UI_M_20260617_093406","Rajasthan","Environment","Urban_Industrial","Markets","https://www.youtube.com/watch?v=bgYoJylj-N4","Night walking in Jaisalmer main market 4k","25","50","25","dataset\Rajasthan\Environment\Urban_Industrial\Markets\RA_UI_M_20260617_093406.wav","AT",""
"RA_UI_M_20260617_093413","Rajasthan","Environment","Urban_Industrial","Markets","https://www.youtube.com/watch?v=bgYoJylj-N4","Night walking in Jaisalmer main market 4k","60","85","25","dataset\Rajasthan\Environment\Urban_Industrial\Markets\RA_UI_M_20260617_093413.wav","AT",""
"RA_UI_M_20260617_093419","Rajasthan","Environment","Urban_Industrial","Markets","https://www.youtube.com/watch?v=bgYoJylj-N4","Night walking in Jaisalmer main market 4k","110","135","25","dataset\Rajasthan\Environment\Urban_Industrial\Markets\RA_UI_M_20260617_093419.wav","AT",""
"RA_UI_M_20260617_093426","Rajasthan","Environment","Urban_Industrial","Markets","https://www.youtube.com/watch?v=bgYoJylj-N4","Night walking in Jaisalmer main market 4k","210","235","25","dataset\Rajasthan\Environment\Urban_Industrial\Markets\RA_UI_M_20260617_093426.wav","AT",""
"RA_UI_F_20260617_093432","Rajasthan","Environment","Urban_Industrial","Factories","https://www.youtube.com/watch?v=2kVf_qNfblQ","Real factory noise recording","55","80","25","dataset\Rajasthan\Environment\Urban_Industrial\Factories\RA_UI_F_20260617_093432.wav","AT",""
"RA_UI_F_20260617_093439","Rajasthan","Environment","Urban_Industrial","Factories","https://www.youtube.com/watch?v=2kVf_qNfblQ","Real factory noise recording","90","115","25","dataset\Rajasthan\Environment\Urban_Industrial\Factories\RA_UI_F_20260617_093439.wav","AT",""
"RA_UI_F_20260617_093444","Rajasthan","Environment","Urban_Industrial","Factories","https://www.youtube.com/watch?v=2kVf_qNfblQ","Real factory noise recording","130","155","25","dataset\Rajasthan\Environment\Urban_Industrial\Factories\RA_UI_F_20260617_093444.wav","AT",""
"RA_UI_F_20260617_093450","Rajasthan","Environment","Urban_Industrial","Factories","https://www.youtube.com/watch?v=2kVf_qNfblQ","Real factory noise recording","300","325","25","dataset\Rajasthan\Environment\Urban_Industrial\Factories\RA_UI_F_20260617_093450.wav","AT",""
"RA_UI_F_20260617_093455","Rajasthan","Environment","Urban_Industrial","Factories","https://www.youtube.com/watch?v=2kVf_qNfblQ","Real factory noise recording","330","355","25","dataset\Rajasthan\Environment\Urban_Industrial\Factories\RA_UI_F_20260617_093455.wav","AT",""
"RA_UI_F_20260617_093459","Rajasthan","Environment","Urban_Industrial","Factories","https://www.youtube.com/watch?v=2kVf_qNfblQ","Real factory noise recording","360","385","25","dataset\Rajasthan\Environment\Urban_Industrial\Factories\RA_UI_F_20260617_093459.wav","AT",""
"RA_UI_F_20260617_093539","Rajasthan","Environment","Urban_Industrial","Factories","https://www.youtube.com/watch?v=Hf7m-Lv2Hyg","Factory Noises & Beats 🏭 🏗 🛠 Soothing Sounds relaxation meditation calm quite - noises of the plant","0","25","25","dataset\Rajasthan\Environment\Urban_Industrial\Factories\RA_UI_F_20260617_093539.wav","AT",""
"RA_UI_F_20260617_093634","Rajasthan","Environment","Urban_Industrial","Factories","https://www.youtube.com/watch?v=Hf7m-Lv2Hyg","Factory Noises & Beats 🏭 🏗 🛠 Soothing Sounds relaxation meditation calm quite - noises of the plant","30","55","25","dataset\Rajasthan\Environment\Urban_Industrial\Factories\RA_UI_F_20260617_093634.wav","AT",""
"RA_RFD_T_20260617_093637","Rajasthan","Environment","Ritual_Festival_DailyLife","Temple","https://www.youtube.com/watch?v=fMrEaUbS3VM","Jagdish Temple Sound - Udaipur, Rajasthan, India","0","25","25","dataset\Rajasthan\Environment\Ritual_Festival_DailyLife\Temple\RA_RFD_T_20260617_093637.wav","PI",""
"RA_RFD_T_20260617_093639","Rajasthan","Environment","Ritual_Festival_DailyLife","Temple","https://www.youtube.com/watch?v=fMrEaUbS3VM","Jagdish Temple Sound - Udaipur, Rajasthan, India","30","55","25","dataset\Rajasthan\Environment\Ritual_Festival_DailyLife\Temple\RA_RFD_T_20260617_093639.wav","PI",""
"RA_RFD_T_20260617_093640","Rajasthan","Environment","Ritual_Festival_DailyLife","Temple","https://www.youtube.com/shorts/0Dnr2GY4dRs","Kalika Mata temple at chittorgarh fort great_chittorgarh #great_chittorgarh #chittorgarhfort #temple","0","8","8","dataset\Rajasthan\Environment\Ritual_Festival_DailyLife\Temple\RA_RFD_T_20260617_093640.wav","PI",""
"RA_RFD_T_20260617_093644","Rajasthan","Environment","Ritual_Festival_DailyLife","Temple","https://www.youtube.com/watch?v=RIKHE6qPEQw","Índia Rajasthan Jaipur sounds Hindu Temple Jan 18","0","30","30","dataset\Rajasthan\Environment\Ritual_Festival_DailyLife\Temple\RA_RFD_T_20260617_093644.wav","PI",""
"RA_RFD_T_20260617_093648","Rajasthan","Environment","Ritual_Festival_DailyLife","Temple","https://www.youtube.com/shorts/XlZ-dXp6QVs","Jagdish temple Udaipur #music #india #udaipurtourism #rajasthan #jagdish #travel #udaipur #temple","0","14","14","dataset\Rajasthan\Environment\Ritual_Festival_DailyLife\Temple\RA_RFD_T_20260617_093648.wav","PI",""
"RA_RFD_T_20260617_093650","Rajasthan","Environment","Ritual_Festival_DailyLife","Temple","https://www.youtube.com/shorts/O1YVY0CR7Yg","राजस्थान मंदिर (पपलाज माता मंदिर घाटा) 🛕🕉️🧡Rajshthani Music Instrumental","0","18","18","dataset\Rajasthan\Environment\Ritual_Festival_DailyLife\Temple\RA_RFD_T_20260617_093650.wav","PI",""
"RA_RFD_T_20260617_093654","Rajasthan","Environment","Ritual_Festival_DailyLife","Temple","https://www.youtube.com/shorts/LjDDqypizxU","Dancing to the sounds of birds and temple bells in Rajasthan","0","25","25","dataset\Rajasthan\Environment\Ritual_Festival_DailyLife\Temple\RA_RFD_T_20260617_093654.wav","PI",""
"RA_RFD_T_20260617_093656","Rajasthan","Environment","Ritual_Festival_DailyLife","Temple","https://www.youtube.com/shorts/LjDDqypizxU","Dancing to the sounds of birds and temple bells in Rajasthan","30","46","16","dataset\Rajasthan\Environment\Ritual_Festival_DailyLife\Temple\RA_RFD_T_20260617_093656.wav","PI",""
"RA_RFD_M_20260617_093659","Rajasthan","Environment","Ritual_Festival_DailyLife","Mosque","https://www.youtube.com/watch?v=KZOha9w8qO4","Kaliyar sharif","0","25","25","dataset\Rajasthan\Environment\Ritual_Festival_DailyLife\Mosque\RA_RFD_M_20260617_093659.wav","PI",""
"RA_RFD_M_20260617_093702","Rajasthan","Environment","Ritual_Festival_DailyLife","Mosque","https://www.youtube.com/shorts/gpTDETrzEKE","Azan Jama Masjid New Delhi ❤️","0","18","18","dataset\Rajasthan\Environment\Ritual_Festival_DailyLife\Mosque\RA_RFD_M_20260617_093702.wav","PI",""
"RA_RFD_M_20260617_093704","Rajasthan","Environment","Ritual_Festival_DailyLife","Mosque","https://www.youtube.com/shorts/rzM8a_CbttE","Masjid Speakers Sound Testing","0","21","21","dataset\Rajasthan\Environment\Ritual_Festival_DailyLife\Mosque\RA_RFD_M_20260617_093704.wav","PI",""
"RA_RFD_M_20260617_093708","Rajasthan","Environment","Ritual_Festival_DailyLife","Mosque","https://www.youtube.com/shorts/ICACausMYpI","Al masjid an nabawi most beautiful sound warld no 1   Masha Allah","0","25","25","dataset\Rajasthan\Environment\Ritual_Festival_DailyLife\Mosque\RA_RFD_M_20260617_093708.wav","PI",""
"RA_RFD_M_20260617_093711","Rajasthan","Environment","Ritual_Festival_DailyLife","Mosque","https://www.youtube.com/shorts/qb2cjJjDfIA","Quran recitation from Coimbatore #masjid #quranrecitation #coimbatore #india #shorts","0","25","25","dataset\Rajasthan\Environment\Ritual_Festival_DailyLife\Mosque\RA_RFD_M_20260617_093711.wav","PI",""
"RA_RFD_M_20260617_093714","Rajasthan","Environment","Ritual_Festival_DailyLife","Mosque","https://www.youtube.com/shorts/9Qq1Aw75gKE","Jama Masjid Roza Iftar Time Azan Voice In Jama Masjid Delhi #jamamasjid #delhi #shorts","0","24","24","dataset\Rajasthan\Environment\Ritual_Festival_DailyLife\Mosque\RA_RFD_M_20260617_093714.wav","PI",""
"RA_RFD_M_20260617_093716","Rajasthan","Environment","Ritual_Festival_DailyLife","Mosque","https://www.youtube.com/shorts/aa0uLdjbBnI","Bengaluru City Market Jamia Masjid Karnataka","0","14","14","dataset\Rajasthan\Environment\Ritual_Festival_DailyLife\Mosque\RA_RFD_M_20260617_093716.wav","PI",""
"RA_RFD_M_20260617_093719","Rajasthan","Environment","Ritual_Festival_DailyLife","Mosque","https://www.youtube.com/shorts/dWxeNbChZaY","sound system testing jama masjid Muradabad","0","25","25","dataset\Rajasthan\Environment\Ritual_Festival_DailyLife\Mosque\RA_RFD_M_20260617_093719.wav","PI",""
"RA_RFD_K_20260617_093721","Rajasthan","Environment","Ritual_Festival_DailyLife","Kitchen","https://www.youtube.com/shorts/lSWd1TURLOI","Pressure Cooker Sound | Real Kitchen ASMR for Relaxation #asmrsounds #kitchensounds #relaxingsounds","0","8","8","dataset\Rajasthan\Environment\Ritual_Festival_DailyLife\Kitchen\RA_RFD_K_20260617_093721.wav","AT",""
"RA_RFD_K_20260617_093723","Rajasthan","Environment","Ritual_Festival_DailyLife","Kitchen","https://www.youtube.com/shorts/GlZ7GIgkJFU","Sound effect Cooking","0","9","9","dataset\Rajasthan\Environment\Ritual_Festival_DailyLife\Kitchen\RA_RFD_K_20260617_093723.wav","AT",""
"RA_RFD_K_20260617_093726","Rajasthan","Environment","Ritual_Festival_DailyLife","Kitchen","https://www.youtube.com/shorts/To61qFYfNjY","ASMR Dosa Preparation in 9 Seconds 🥞🔥 | Real Satisfying Cooking Sounds | AI","0","7","7","dataset\Rajasthan\Environment\Ritual_Festival_DailyLife\Kitchen\RA_RFD_K_20260617_093726.wav","AT",""
"RA_RFD_K_20260617_093729","Rajasthan","Environment","Ritual_Festival_DailyLife","Kitchen","https://www.youtube.com/shorts/hYPWuzOg8e4","”Rajasthani Bharva That Melts in Your Mouth | ASMR Cooking Sounds""#rajsthanifood #asmrshorts #desi","0","28","28","dataset\Rajasthan\Environment\Ritual_Festival_DailyLife\Kitchen\RA_RFD_K_20260617_093729.wav","AT",""
"RA_RFD_K_20260617_093733","Rajasthan","Environment","Ritual_Festival_DailyLife","Kitchen","https://www.youtube.com/shorts/NF-BGh8Ts2E","Sounds In An Indian Kitchen Part-3","0","29","29","dataset\Rajasthan\Environment\Ritual_Festival_DailyLife\Kitchen\RA_RFD_K_20260617_093733.wav","AT",""
"RA_RFD_K_20260617_093752","Rajasthan","Environment","Ritual_Festival_DailyLife","Kitchen","https://www.youtube.com/shorts/qouHmV1uxcA","cooking asmr sounds ! satisfying asmr sound in kitchen #vibhamathur #foodie #chicken","0","20","20","dataset\Rajasthan\Environment\Ritual_Festival_DailyLife\Kitchen\RA_RFD_K_20260617_093752.wav","AT",""
"RA_RFD_K_20260617_093754","Rajasthan","Environment","Ritual_Festival_DailyLife","Kitchen","https://www.youtube.com/shorts/vSdyoZZsQ14","Morning kitchen sounds 😀🤗 #viralvideo #dosa #food #foodlover","0","25","25","dataset\Rajasthan\Environment\Ritual_Festival_DailyLife\Kitchen\RA_RFD_K_20260617_093754.wav","AT",""
"RA_RFD_K_20260617_093758","Rajasthan","Environment","Ritual_Festival_DailyLife","Kitchen","https://www.youtube.com/shorts/K75GsSWmBAc","Sounds in your kitchen | Sounds of cooking #cooking #zishta","0","23","23","dataset\Rajasthan\Environment\Ritual_Festival_DailyLife\Kitchen\RA_RFD_K_20260617_093758.wav","AT",""
"RA_RFD_F_20260617_093800","Rajasthan","Environment","Ritual_Festival_DailyLife","Farming","https://www.youtube.com/shorts/QPdzHjJtAtY","Feel the Sound #rajasthan #desert #village #youtubeshorts #kisaan #got #kheti","0","20","20","dataset\Rajasthan\Environment\Ritual_Festival_DailyLife\Farming\RA_RFD_F_20260617_093800.wav","AT",""
"RA_RFD_F_20260617_093803","Rajasthan","Environment","Ritual_Festival_DailyLife","Farming","https://www.youtube.com/shorts/qOqmYxnXtfo","Feel the noise #farmer #farming #barmer #rajasthan","0","14","14","dataset\Rajasthan\Environment\Ritual_Festival_DailyLife\Farming\RA_RFD_F_20260617_093803.wav","AT",""
"RA_RFD_F_20260617_093805","Rajasthan","Environment","Ritual_Festival_DailyLife","Farming","https://www.youtube.com/shorts/HSjiuUILchw","#villagelife #rajasthantour #nature #sunset #kishan #farmer #vlog #sound #rajasthandairies","0","12","12","dataset\Rajasthan\Environment\Ritual_Festival_DailyLife\Farming\RA_RFD_F_20260617_093805.wav","AT",""
"RA_RFD_F_20260617_093807","Rajasthan","Environment","Ritual_Festival_DailyLife","Farming","https://www.youtube.com/watch?v=DIR8NXFfBiQ","Animal Farm - Excellent Farm Animal Sound Effects & Farming sounds","20","45","25","dataset\Rajasthan\Environment\Ritual_Festival_DailyLife\Farming\RA_RFD_F_20260617_093807.wav","AT",""
"RA_RFD_F_20260617_093809","Rajasthan","Environment","Ritual_Festival_DailyLife","Farming","https://www.youtube.com/shorts/igtUZ6r2bNw","Birds sound #foryou #trending #birdsounds #viralvideo #nature #rajasthan #whatsappstatus #farming","0","18","18","dataset\Rajasthan\Environment\Ritual_Festival_DailyLife\Farming\RA_RFD_F_20260617_093809.wav","AT",""
"RA_RFD_F_20260617_093811","Rajasthan","Environment","Ritual_Festival_DailyLife","Farming","https://www.youtube.com/shorts/WLfXOYndrII","vilage Life #nature #birds #sound #rajasthan #india #farming","0","21","21","dataset\Rajasthan\Environment\Ritual_Festival_DailyLife\Farming\RA_RFD_F_20260617_093811.wav","AT",""
"RA_RFD_F_20260617_093813","Rajasthan","Environment","Ritual_Festival_DailyLife","Farming","https://www.youtube.com/shorts/r7X-EWSktrY","Efficient Orchard Spraying Machine #farmingmachines","0","18","18","dataset\Rajasthan\Environment\Ritual_Festival_DailyLife\Farming\RA_RFD_F_20260617_093813.wav","AT",""
"RA_RFD_F_20260617_093815","Rajasthan","Environment","Ritual_Festival_DailyLife","Farming","https://www.youtube.com/watch?v=_I3lOlZ-xTQ","Farming Sound Effects No Copyright Free Download","0","25","25","dataset\Rajasthan\Environment\Ritual_Festival_DailyLife\Farming\RA_RFD_F_20260617_093815.wav","AT",""
"RA_RFD_DC_20260617_093819","Rajasthan","Environment","Ritual_Festival_DailyLife","Diwali_Crowds","https://www.youtube.com/watch?v=FfIqOZxRwwU","DIWALI CRACKERS  RAW SOUND EFFECT","14","39","25","dataset\Rajasthan\Environment\Ritual_Festival_DailyLife\Diwali_Crowds\RA_RFD_DC_20260617_093819.wav","PI",""
"RA_RFD_DC_20260617_094103","Rajasthan","Environment","Ritual_Festival_DailyLife","Diwali_Crowds","https://www.youtube.com/watch?v=0E4haJHYUJw","[10 Hours] Fireworks NORMAL SPEED - Video & Audio [1080HD] SlowTV","0","25","25","dataset\Rajasthan\Environment\Ritual_Festival_DailyLife\Diwali_Crowds\RA_RFD_DC_20260617_094103.wav","PI",""
"RA_RFD_DC_20260617_094349","Rajasthan","Environment","Ritual_Festival_DailyLife","Diwali_Crowds","https://www.youtube.com/watch?v=0E4haJHYUJw","[10 Hours] Fireworks NORMAL SPEED - Video & Audio [1080HD] SlowTV","30","55","25","dataset\Rajasthan\Environment\Ritual_Festival_DailyLife\Diwali_Crowds\RA_RFD_DC_20260617_094349.wav","PI",""
"RA_RFD_DC_20260617_094753","Rajasthan","Environment","Ritual_Festival_DailyLife","Diwali_Crowds","https://www.youtube.com/watch?v=0E4haJHYUJw","[10 Hours] Fireworks NORMAL SPEED - Video & Audio [1080HD] SlowTV","60","85","25","dataset\Rajasthan\Environment\Ritual_Festival_DailyLife\Diwali_Crowds\RA_RFD_DC_20260617_094753.wav","PI",""
"RA_RFD_DC_20260617_095207","Rajasthan","Environment","Ritual_Festival_DailyLife","Diwali_Crowds","https://www.youtube.com/watch?v=0E4haJHYUJw","[10 Hours] Fireworks NORMAL SPEED - Video & Audio [1080HD] SlowTV","90","115","25","dataset\Rajasthan\Environment\Ritual_Festival_DailyLife\Diwali_Crowds\RA_RFD_DC_20260617_095207.wav","PI",""
"RA_RFD_DC_20260617_095548","Rajasthan","Environment","Ritual_Festival_DailyLife","Diwali_Crowds","https://www.youtube.com/watch?v=0E4haJHYUJw","[10 Hours] Fireworks NORMAL SPEED - Video & Audio [1080HD] SlowTV","120","145","25","dataset\Rajasthan\Environment\Ritual_Festival_DailyLife\Diwali_Crowds\RA_RFD_DC_20260617_095548.wav","PI",""
"RA_RFD_DC_20260617_095912","Rajasthan","Environment","Ritual_Festival_DailyLife","Diwali_Crowds","https://www.youtube.com/watch?v=0E4haJHYUJw","[10 Hours] Fireworks NORMAL SPEED - Video & Audio [1080HD] SlowTV","150","175","25","dataset\Rajasthan\Environment\Ritual_Festival_DailyLife\Diwali_Crowds\RA_RFD_DC_20260617_095912.wav","PI",""
"RA_RFD_DC_20260617_100238","Rajasthan","Environment","Ritual_Festival_DailyLife","Diwali_Crowds","https://www.youtube.com/watch?v=0E4haJHYUJw","[10 Hours] Fireworks NORMAL SPEED - Video & Audio [1080HD] SlowTV","180","205","25","dataset\Rajasthan\Environment\Ritual_Festival_DailyLife\Diwali_Crowds\RA_RFD_DC_20260617_100238.wav","PI",""
"RA_RFD_EC_20260617_100241","Rajasthan","Environment","Ritual_Festival_DailyLife","Eid_Crowds","https://www.youtube.com/watch?v=qtRiZXQo3bI","Muslims across the world celebrate Eid al-Fitr","0","25","25","dataset\Rajasthan\Environment\Ritual_Festival_DailyLife\Eid_Crowds\RA_RFD_EC_20260617_100241.wav","PI",""
"RA_RFD_EC_20260617_100243","Rajasthan","Environment","Ritual_Festival_DailyLife","Eid_Crowds","https://www.youtube.com/watch?v=qtRiZXQo3bI","Muslims across the world celebrate Eid al-Fitr","30","55","25","dataset\Rajasthan\Environment\Ritual_Festival_DailyLife\Eid_Crowds\RA_RFD_EC_20260617_100243.wav","PI",""
"RA_RFD_EC_20260617_100246","Rajasthan","Environment","Ritual_Festival_DailyLife","Eid_Crowds","https://www.youtube.com/shorts/gvJ2kSoxe-0","Eid ul-Fitr 2026: Muslims Gather In New Delhi For Eid Prayers To Mark End Of Ramadan #shorts","0","21","21","dataset\Rajasthan\Environment\Ritual_Festival_DailyLife\Eid_Crowds\RA_RFD_EC_20260617_100246.wav","PI",""
"RA_RFD_EC_20260617_100248","Rajasthan","Environment","Ritual_Festival_DailyLife","Eid_Crowds","https://www.youtube.com/shorts/0rzZRiS5qDU","Eid al-Adha 2026: Omar Abdullah-Farooq Abdullah ने अदा की ईद-उल-अज़हा की नमाज़ | Eid Prayers | J&K","0","25","25","dataset\Rajasthan\Environment\Ritual_Festival_DailyLife\Eid_Crowds\RA_RFD_EC_20260617_100248.wav","PI",""
"RA_RFD_EC_20260617_100251","Rajasthan","Environment","Ritual_Festival_DailyLife","Eid_Crowds","https://www.youtube.com/shorts/hS1q4AHBhWs","Eid al-Adha in Bhopal: Bakrid Devotees Offer Eid Namaz At Bhopal Idgah #eid #eidaladha #eidmubarak","0","25","25","dataset\Rajasthan\Environment\Ritual_Festival_DailyLife\Eid_Crowds\RA_RFD_EC_20260617_100251.wav","PI",""
"RA_RFD_EC_20260617_100255","Rajasthan","Environment","Ritual_Festival_DailyLife","Eid_Crowds","https://www.youtube.com/shorts/hS1q4AHBhWs","Eid al-Adha in Bhopal: Bakrid Devotees Offer Eid Namaz At Bhopal Idgah #eid #eidaladha #eidmubarak","30","55","25","dataset\Rajasthan\Environment\Ritual_Festival_DailyLife\Eid_Crowds\RA_RFD_EC_20260617_100255.wav","PI",""
"RA_RFD_EC_20260617_100259","Rajasthan","Environment","Ritual_Festival_DailyLife","Eid_Crowds","https://www.youtube.com/shorts/hS1q4AHBhWs","Eid al-Adha in Bhopal: Bakrid Devotees Offer Eid Namaz At Bhopal Idgah #eid #eidaladha #eidmubarak","60","85","25","dataset\Rajasthan\Environment\Ritual_Festival_DailyLife\Eid_Crowds\RA_RFD_EC_20260617_100259.wav","PI",""
"RA_RFD_EC_20260617_100301","Rajasthan","Environment","Ritual_Festival_DailyLife","Eid_Crowds","https://www.youtube.com/shorts/XkRuqmYVyNQ","India / Muslims celebrate Eid al-Fitr around the world","30","55","25","dataset\Rajasthan\Environment\Ritual_Festival_DailyLife\Eid_Crowds\RA_RFD_EC_20260617_100301.wav","PI",""
